,id,title,link,date,indieners (leden),indieners (partijen),PVV,GroenLinks-PvdA,VVD,NSC,D66,BBB,CDA,SP,ChristenUnie,DENK,PvdD,SGP,FVD,Volt,JA21,moties_volledig
551.0,2023D43286,Motie van het lid Temmink over de weerbaarheidsscan alleen uitvoeren als deze ook bruikbaar is voor bewindspersonen en topbestuurders,/kamerstukken/moties/detail?id=2023Z17919&did=2023D43286,19 oktober 2023,[],[],-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,1,"verzoekt de regering de weerbaarheidsscan alleen uit te voeren als deze daadwerkelijk bruikbaar is voor deze doelgroepen en het daarbij nadruk-kelijk de voorkeur verdient dat deze wetenschappelijk gevalideerd is door de wetenschappers die deze scan in eerste instantie hebben ontwikkeld,"
552.0,2023D43197,Motie van het lid Van Haga over een heroverweging van de regulering van de middenhuur waarin de rentabiliteit van nieuwbouw en bestaande huurwoningen wordt meegenomen,/kamerstukken/moties/detail?id=2023Z17879&did=2023D43197,19 oktober 2023,[],[],-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,"verzoekt de regering om een heroverweging van de regulering, waarbij zowel de rentabiliteit van nieuwbouw als die van bestaande huurwo-ningen in overweging wordt genomen,"
553.0,2023D43195,Motie van het lid Grinwis c.s. over gemeenten ondersteunen bij het opstellen van de pre-soortenmanagementplannen,/kamerstukken/moties/detail?id=2023Z17877&did=2023D43195,19 oktober 2023,"['Pieter Grinwis', 'Inge van Dijk']","['ChristenUnie', 'CDA']",1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,"verzoekt de regering gemeenten te ondersteunen in het opstellen van pre-SMP’s met kennis en kunde, en hun de mogelijkheid te bieden de kosten hiervan te dekken uit de middelen voor het Nationaal lsolatiepro-gramma,"
554.0,2023D43196,Motie van het lid Van Haga over particuliere verhuurders vrijstellen van de regulering van de middenhuur,/kamerstukken/moties/detail?id=2023Z17878&did=2023D43196,19 oktober 2023,[],[],1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,"verzoekt de regering te onderzoeken of particuliere verhuurders kunnen worden vrijgesteld van de regulering van de middenhuur en de Kamer over de uitkomsten te informeren,"
555.0,2023D43182,"Motie van het lid Boulakjar c.s. over een aanzienlijk deel betaalbare woningen als voorwaarde voor bouwsubsidies, impulsen en woonafspraken",/kamerstukken/moties/detail?id=2023Z17864&did=2023D43182,19 oktober 2023,"['Peter de Groot', 'Pieter Grinwis']","['VVD', 'ChristenUnie']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om als voorwaarde van bouwsubsidies, impulsen en woonafspraken te waarborgen dat een aanzienlijk deel van de op te leveren woningen een verkoopprijs heeft van onder de € 250.000,"
556.0,2023D43189,Motie van het lid Nijboer over de maximale huurverhoging koppelen aan het laagste niveau van inflatie of loonontwikkeling,/kamerstukken/moties/detail?id=2023Z17871&did=2023D43189,19 oktober 2023,[],[],1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,"verzoekt het kabinet de maximale huurverhoging te koppelen aan het laagste niveau van inflatie of loonontwikkeling,"
557.0,2023D43192,Motie van de leden Van Esch en Beckerman over het uitstellen en ordentelijk intrekken van de Omgevingswet,/kamerstukken/moties/detail?id=2023Z17874&did=2023D43192,19 oktober 2023,['Sandra Beckerman'],['SP'],1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,"verzoekt de regering de inwerkingtreding van de Omgevingswet opnieuw uit te stellen en te onderzoeken hoe de Omgevingswet ordentelijk kan worden ingetrokken,"
558.0,2023D43179,Motie van het lid Beckerman over het bevriezen van de huren in de corporatiesector,/kamerstukken/moties/detail?id=2023Z17862&did=2023D43179,19 oktober 2023,['Sandra Beckerman'],['SP'],1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,verzoekt de regering de huren in de corporatiesector te bevriezen en de woningcorporaties te compenseren;
559.0,2023D43190,Motie van de leden Inge van Dijk en Grinwis over onderzoek naar een tijdelijke verlaging van het btw-tarief voor de bouw van sociale en middeldure koop- en huurwoningen,/kamerstukken/moties/detail?id=2023Z17872&did=2023D43190,19 oktober 2023,"['Inge van Dijk', 'Pieter Grinwis']","['CDA', 'ChristenUnie']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering te onderzoeken of en op welke wijze een tijdelijke verlaging van het btw-tarief voor de bouw van sociale en middeldure koop-en huurwoningen door institutionele beleggers en woningcorpo-raties kan worden vormgegeven, zonder dat dit een prijsopdrijvend effect heeft,"
560.0,2023D43183,Motie van het lid Boulakjar over hamsterhuurkoop door woningcorporaties mogelijk maken,/kamerstukken/moties/detail?id=2023Z17865&did=2023D43183,19 oktober 2023,[],[],1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,"verzoekt de regering om hamsterhuurkoop door woningbouwcorporaties mogelijk te maken,"
561.0,2023D43186,Motie van de leden Nijboer en Grinwis over het sterk terugbrengen van de verkoop van sociale huurwoningen,/kamerstukken/moties/detail?id=2023Z17868&did=2023D43186,19 oktober 2023,['Pieter Grinwis'],['ChristenUnie'],1,1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,"verzoekt het kabinet actie te ondernemen om deze verkoop sterk terug te brengen, zodat de sociale huurwoningvoorraad niet verder wordt uitgehold,"
562.0,2023D43193,"Motie van het lid Van Esch over uitspreken dat woningbouw door ""een straatje erbij"" alleen kan als dit de natuur niet schaadt",/kamerstukken/moties/detail?id=2023Z17875&did=2023D43193,19 oktober 2023,[],[],-1,1,-1,-1,1,-1,-1,1,1,-1,1,-1,-1,1,-1,"spreekt uit dat een «straatje erbij» alleen kan als dit de natuur niet schaadt, maar er juist ruimte wordt gemaakt om natuur te herstellen en ontwikkelen,"
563.0,2023D43194,Motie van het lid Grinwis c.s. over het aanpassen van het Drinkwaterbesluit zodat niet alleen op het dak opgevangen regenwater kan worden gebruikt als huishoudwater,/kamerstukken/moties/detail?id=2023Z17876&did=2023D43194,19 oktober 2023,['Pieter Grinwis'],['ChristenUnie'],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering , mits uit het in gang gezette onderzoek geen onoverkomelijke bezwaren ten aanzien van de volksgezondheid naar voren komen, het Drinkwaterbesluit aan te passen, zodat niet alleen op het dak opgevangen regenwater als huishoudwater kan worden gebruikt, en tevens mogelijk te maken dat huishoudwater voor meer toepassingen dan toiletspoeling gebruikt kan worden, onder borging van de volksgezondheid,"
564.0,2023D43185,Motie van het lid Nijboer over een premie op extra bouwvergunningen van gemeenten,/kamerstukken/moties/detail?id=2023Z17867&did=2023D43185,19 oktober 2023,[],[],-1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,"verzoekt het kabinet een premie in te voeren op extra bouwvergunningen van gemeenten,"
565.0,2023D43171,Motie van het lid Kops over de sociale huurprijzen verlagen,/kamerstukken/moties/detail?id=2023Z17854&did=2023D43171,19 oktober 2023,['Alexander Kops'],['PVV'],1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,-1,"verzoekt de regering de sociale huurprijzen te verlagen,"
566.0,2023D43319,Motie van de leden Ceder en Wuite over een verkenning samen met de eilanden naar de meerwaarde van een Koninkrijkscanon,/kamerstukken/moties/detail?id=2023Z17949&did=2023D43319,19 oktober 2023,['Don Ceder'],['ChristenUnie'],-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,"verzoekt de regering samen met de eilanden te verkennen of men meerwaarde ziet in het opstellen van een Koninkrijkscanon en indien dit het geval is in gezamenlijkheid daartoe over te gaan,"
567.0,2023D43318,Motie van het lid Van den Berg c.s. over een voorstel over het versterken van de coördinerende rol van BZK,/kamerstukken/moties/detail?id=2023Z17948&did=2023D43318,19 oktober 2023,"['Roelien Kamminga', 'Don Ceder']","['VVD', 'ChristenUnie']",-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,"verzoekt de regering voor het jaarverslag 2023 een voorstel naar de Kamer te zenden over hoe de coördinerende rol/regierol van BZK wordt versterkt,"
568.0,2023D43173,Motie van het lid Kops over geen voorrang meer geven aan statushouders bij de toewijzing van woonruimte,/kamerstukken/moties/detail?id=2023Z17856&did=2023D43173,19 oktober 2023,['Alexander Kops'],['PVV'],1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,1,"verzoekt de regering géén voorrang meer te geven aan statushouders bij de toewijzing van woonruimte,"
569.0,2023D43176,Motie van het lid Beckerman over sloop van woningen alleen toestaan met instemming van 70% van de huurders,/kamerstukken/moties/detail?id=2023Z17859&did=2023D43176,19 oktober 2023,['Sandra Beckerman'],['SP'],1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,"verzoekt de regering om met Aedes afspraken te maken om sloop alleen toe te staan met instemming van 70% van de huurders en deze afspraken in wet- en regelgeving vast te leggen,"
570.0,2023D43177,Motie van het lid Beckerman over een pas op de plaats maken bij de verkoop van sociale huurwoningen door woningcorporaties,/kamerstukken/moties/detail?id=2023Z17860&did=2023D43177,19 oktober 2023,['Sandra Beckerman'],['SP'],1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,"verzoekt de regering pas op de plaats te laten maken met de verkoop van sociale huurwoningen door woningcorporaties,"
571.0,2023D43178,Motie van het lid Beckerman over het in het leven roepen van een opkoopfonds,/kamerstukken/moties/detail?id=2023Z17861&did=2023D43178,19 oktober 2023,['Sandra Beckerman'],['SP'],1,1,-1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,"verzoekt de regering te bezien hoe een opkoopfonds bijvoorbeeld samen met woningcorporaties, coöperaties en gemeenten in het leven geroepen kan worden,"
572.0,2023D43316,Motie van het lid Wuite over het aanstellen van een jongerenvertegenwoordiger Caribische Zaken,/kamerstukken/moties/detail?id=2023Z17946&did=2023D43316,19 oktober 2023,[],[],-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,"verzoekt de regering in gesprek te gaan met de Nationale Jeugdraad over de wijze waarop een jongerenvertegenwoordiger Caribische Zaken kan worden aangesteld, en hier de Kamer voor het eerste kwartaal van 2024 over te informeren;"
573.0,2023D43172,Motie van het lid Kops over de sociale huurprijzen niet verhogen,/kamerstukken/moties/detail?id=2023Z17855&did=2023D43172,19 oktober 2023,['Alexander Kops'],['PVV'],1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,1,1,-1,"verzoekt de regering de sociale huurprijzen niet te verhogen,"
574.0,2023D43174,Motie van het lid Kops over voorrang geven aan de Nederlanders bij de toewijzing van woonruimte,/kamerstukken/moties/detail?id=2023Z17857&did=2023D43174,19 oktober 2023,['Alexander Kops'],['PVV'],1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,"verzoekt de regering voorrang te geven aan de Nederlanders bij de toewijzing van woonruimte,"
575.0,2023D43317,Motie van het lid Van den Berg over het meenemen van leefstijl- en gezondheidsproblemen in de uitwerking van het rapport Sociaal minimum BES,/kamerstukken/moties/detail?id=2023Z17947&did=2023D43317,19 oktober 2023,[],[],-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,"verzoekt de regering bij het uitwerken van rapport Sociaal minimum BES dit mee te nemen in de oplossingen,"
576.0,2023D43320,Gewijzigde motie van het lid Kröger c.s. over voldoende middelen beschikbaar stellen om te komen tot een klimaatadaptatieplan voor de BES-eilanden t.v.v. 36410-IV-18,/kamerstukken/moties/detail?id=2023Z17950&did=2023D43320,19 oktober 2023,[],[],-1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,verzoekt de regering om voldoende middelen beschikbaar te stellen om voor de BES-eilanden tot een klimaatadaptatieplan te komen; verzoekt de regering tevens in kaart te brengen welke internationale klimaatfinanciering toegankelijk is voor het Caribisch deel van het Koninkrijk en tijdens de COP28 en op andere relevante momenten te ijveren voor meer fondsen voor eilandstaten
577.0,2023D43091,Motie van het lid Eppink over voedselzekerheid en voedselproductie belangrijker achten dan “een ambitieus Europees klimaatbeleid”,/kamerstukken/moties/detail?id=2023Z17810&did=2023D43091,19 oktober 2023,[],[],1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,,"verzoekt het kabinet voedselzekerheid en de productie van voedsel van hoger belang te beschouwen dan een «ambitieus Europees klimaat-beleid»; verzoekt het kabinet om het bovenstaande op de Landbouw- en Visse-rijraad van 23 en 24 oktober 2023 uit te spreken,"
578.0,2023D43308,"Motie van het lid Ceder c.s. over huurbescherming voor bepaalde tijd voor alle weeskinderen van 18 jaar en ouder, ook bij particuliere verhuurders",/kamerstukken/moties/detail?id=2023Z17939&did=2023D43308,19 oktober 2023,"['Don Ceder', 'Joris Thijssen', 'Lilian Helder', 'Inge van Dijk', 'Peter de Groot', 'Alexander Kops', 'Sandra Beckerman']","['ChristenUnie', 'PvdA', 'BBB', 'CDA', 'VVD', 'PVV', 'SP']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering te voorzien in een wijziging van het Burgerlijk Wetboek om te zorgen dat alle weeskinderen van 18 jaar en ouder het recht krijgen om een bepaalde tijd, bijvoorbeeld twee jaar, in de ouderlijke huurwoning te blijven wonen en niet uitgezet kunnen worden, ook wanneer de overleden ouder(s) bij een particuliere verhuurder huurde(n), en de Kamer hier voor de zomer over te informeren,"
579.0,2023D43096,Motie van de leden Thijssen en Bromet over zich inzetten voor het niet toestaan van het resistent maken van planten tegen bepaalde soorten landbouwgif,/kamerstukken/moties/detail?id=2023Z17815&did=2023D43096,19 oktober 2023,"['Joris Thijssen', 'Laura Bromet']","['PvdA', 'GroenLinks']",-1,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,,"verzoekt de regering zich ervoor in te zetten dat planten resistent maken tegen bepaalde soorten landbouwgif niet wordt toegestaan,"
580.0,2023D43100,Motie van het lid Vedder c.s. over in gesprek gaan over afname en verkoop van niet perfect voedsel tegen een fatsoenlijke prijs,/kamerstukken/moties/detail?id=2023Z17819&did=2023D43100,19 oktober 2023,"['Eline Vedder', 'Pieter Grinwis', 'Thom van Campen']","['CDA', 'ChristenUnie', 'VVD']",1,1,1,1,1,1,1,1,1,1,1,1,1,1,,"verzoekt de regering met ketenpartijen in gesprek te gaan over hoe ervoor gezorgd kan worden dat ook niet perfect voedsel tegen een fatsoenlijke prijs afgenomen en verkocht kan worden, en de Kamer hierover te informeren,"
581.0,2023D43293,Motie van het lid Inge van Dijk over het Nationaal Verenigings Onderzoek eenmalig verbreden naar gemeenteniveau,/kamerstukken/moties/detail?id=2023Z17926&did=2023D43293,19 oktober 2023,['Inge van Dijk'],['CDA'],1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering in gesprek te gaan met deze samenwerking om eenmalig dit onderzoek te verbreden naar gemeenteniveau en na te denken hoe ze daarin te faciliteren,"
582.0,2023D43041,Motie van het lid Warmerdam c.s. over het uitwerken van een voorkeursscenario voor ouders die langdurig hebben gezorgd voor hun kind met een handicap,/kamerstukken/moties/detail?id=2023Z17770&did=2023D43041,18 oktober 2023,[],[],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de Minister om een voorkeursscenario uit te werken voor ouders die langdurig hebben gezorgd voor hun kind met een handicap, en dit begin 2024 met de Tweede Kamer te delen,"
583.0,2023D42894,"Motie van het lid Dekker-Abdulaziz over in kaart brengen wat de wettelijke, technische en financiële obstakels zijn die een mogelijke archivering van het .nl-domein in de weg staan",/kamerstukken/moties/detail?id=2023Z17684&did=2023D42894,18 oktober 2023,[],[],1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"verzoekt de regering om in kaart te brengen wat de wettelijke, technische en financiële obstakels zijn die in de weg staan van een mogelijke archivering van het .nl-domein en hoe deze te overkomen, en de Kamer hierover te informeren in 2024,"
584.0,2023D43012,Motie van de leden Drost en Sneller over uitspreken dat jongeren aan de formatietafel zullen worden uitgenodigd,/kamerstukken/moties/detail?id=2023Z17741&did=2023D43012,18 oktober 2023,['Joost Sneller'],['D66'],-1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,-1,"spreekt uit dat jongeren tijdens de formatie aan de formatietafel zullen worden uitgenodigd om met hen te spreken over de gevolgen van beleidsvoornemens voor de toekomstige generaties,"
585.0,2023D42879,Motie van de leden Slootweg en Kuik over tenminste vasthouden aan het deel van de verordening dat ziet op de verplichting aan communicatiediensten om bekend materiaal van online kinderporno te detecteren,/kamerstukken/moties/detail?id=2023Z17673&did=2023D42879,18 oktober 2023,[],[],-1,-1,1,-1,-1,1,1,-1,1,1,-1,1,-1,-1,,verzoekt  de regering tenminste vast te houden aan het deel van de verordening dat ziet op de verplichting aan communicatiediensten om bekend materiaal van online kinderporno te detecteren
586.0,2023D43013,Motie van het lid Van den Brink c.s. over uitspreken dat het wenselijk is dat de Koning in de verkenningsfase de gesprekken voert die moeten leiden tot het voordragen van een informateur,/kamerstukken/moties/detail?id=2023Z17742&did=2023D43013,18 oktober 2023,['Caroline van der Plas'],['BBB'],-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,1,"spreekt uit dat het wenselijk is dat de Koning in de verkenningsfase de gesprekken voert die moeten leiden tot een gemotiveerde voordracht voor het aanwijzen van een informateur; verzoekt de Kamervoorzitter alles te doen wat nodig is om de verken-ningsfase na de verkiezingen van 22 november 2023 op deze manier te laten verlopen; verzoekt het Presidium om vervolgens met een voorstel te komen om deze inrichting van de verkenningsfase te verankeren in het Reglement van Orde,"
587.0,2023D43014,Motie van de leden Klaver en Sneller over invulling van het formatieproces,/kamerstukken/moties/detail?id=2023Z17743&did=2023D43014,18 oktober 2023,"['Jesse Klaver', 'Joost Sneller']","['GroenLinks', 'D66']",-1,1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,-1,"spreekt uit dat het formatieproces uit drie aparte fasen bestaat, die duidelijk van elkaar moeten worden gescheiden: •de verkenningsfase, waarin op basis van getalsmatige mogelijkheden en een eerste inhoudelijke richting wordt verkend welke partijen met elkaar kunnen gaan informeren; •de informatiefase; •de formatiefase; spreekt uit dat de grootste fractie het initiële voordrachtrecht voor de aanstelling van de verkenner heeft, met inachtneming van het advies van de evaluatiecommissie dat dit een persoon is met afstand tot de dagelijkse politiek en aanstelling plaatsvindt op basis van zo breed mogelijk draagvlak in de vergadering van lijsttrekkers dan wel beoogd fractievoorzitters; spreekt uit dat in de opdracht aan de informateur heldere termijnen, bijvoorbeeld zes tot acht weken, worden vastgelegd over wanneer de Kamer wordt geïnformeerd en over de duur van de informatieopdracht, waarna een debat met de informateur in de Kamer volgt en de Kamer een nieuwe opdracht formuleert voor het vervolg van de informatie; spreekt uit dat de Griffier verantwoordelijk is voor de inrichting van het bureau ondersteuning kabinetsformatie, waarbij het Ministerie van     kst-35788-229ISSN 0921 - 7371’s-Gravenhage 2023Tweede Kamer, vergaderjaar 2023–2024, 35 788, nr. 2291 /n Algemene Zaken op detacheringsbasis aan de Tweede Kamer inhoudelijke ondersteuning voor het formatieproces levert; spreekt voorts uit dat de informatie van maatschappelijke partijen en notities met inhoudelijke informatie vanuit ministeries die aan de (in)formerende partijen worden gestuurd en de geaccordeerde gespreks-verslagen tezamen met het eindverslag van de verkenner/(in)formateur openbaar worden gemaakt en dat de overige gespreksverslagen en notities niet openbaar worden gemaakt,"
