moties_small,id,moties_volledig
611,2023D42887,"verzoekt de regering om te onderzoeken of een Nederlands adviserend orgaan van toegevoegde waarde kan zijn om de overheid op korte termijn te kunnen adviseren bij ontwikkelingen rondom kunstmatige intelligentie die impact hebben op de samenleving en niet kunnen wachten op reguleringsvoorstellen; verzoekt de regering te onderzoeken of een dergelijk Nederlands adviserend orgaan rondom kunstmatige intelligentie geïmplementeerd kan worden binnen een al bestaand orgaan of dat er een nieuw orgaan moet worden opgericht,"
612,2023D43040,"verzoekt de regering voor een volgend kabinet te verkennen of de coördinerende verantwoordelijkheid voor de implementatie van het VN-verdrag Handicap beter bij het Ministerie van Sociale Zaken en Werkgelegenheid of een regeringscommissaris voor de positie van mensen met een beperking ondergebracht kan worden, en de Kamer hier voor de kabinetsformatie over te informeren,"
613,2023D43034,"verzoekt de regering landelijke normen te ontwikkelen voor de uitvoering van het sociaal domein om te voorkomen dat de voor mensen noodzake-lijke zorg en ondersteuning bij wonen, werk, onderwijs en participatie door de ondergrens zakken,"
614,2023D42896,"spreekt uit dat het thema artificiële intelligentie en alles wat daarmee samenhangt zou moeten behoren tot de portefeuille van de bewinds-persoon die (algemeen) verantwoordelijk is voor digitalisering in een volgend kabinet, ongeacht bij welk ministerie deze bewindspersoon wordt ondergebracht,"
615,2023D43032,"verzoekt de regering om met gemeenten af te spreken dat zij uiterlijk vanaf 1 januari 2024 alleen nog maar beschikkingen met een tijdsindicatie afgeven; verzoekt de regering om met gemeenten af te spreken dat zij met een hersteloperatie starten voor reeds afgegeven beschikkingen zonder tijdsindicatie en hiervoor een tijdspad opstellen, en de Kamer halfjaarlijks te informeren over de voortgang hiervan,"
616,2023D43031,"verzoekt de regering om in samenspraak met zorginstellingen te komen tot een landelijk netwerk van invalpools en afspraken te maken waardoor uitzendbureaus niet langer worden ingezet in de gehandicaptenzorg,"
617,2023D43063,"verzoekt de regering om de bijstand voor klokkenluiders, Groningers en toeslagenouders uit een speciaal fonds van het betreffende ministerie te betalen, zodat de verplichting vervalt dat het onder het regime van de gesubsidieerde rechtsbijstand valt,"
618,2023D43056,"verzoekt de regering met een voorstel te komen om onttrekking van justitieel toezicht door middel van het verwijderen dan wel onklaar maken van de enkelband strafbaar te stellen,"
619,2023D43057,"verzoekt de regering terug te gaan naar de situatie waarin het initiatief tot het verzoeken voor gratie en voorafgaande reïntegratiemogelijkheden bij de levenslanggestrafte dader komt te liggen, zoals door de wetgever is bedoeld,"
620,2023D42885,"verzoekt de regering om tijdens de informele Telecomraad van 24 oktober aanstaande, of in ieder geval en marge van deze Raad, opheldering te vragen aan de Eurocommissaris voor de Interne Markt over deze campagne van zijn collega, waarvan het uitvoeren door X in strijd lijkt te zijn met de DSA-regels waar hij toezicht op moet houden; verzoekt de regering tevens om uit te zoeken of er sprake is van zogeheten «trusted flaggers» bij Nederlandse of EU-instellingen of enige andere organisatie die mogelijk verantwoordelijk is voor de schaduwban van de Nederlandse privacyexperts en journalisten op X,"
621,2023D42644,"verzoekt de regering , een standstill af te kondigen voor de subsidiever-lening voor emissiearme stalsystemen en andere emissiereducerende technieken in de veehouderij totdat duidelijk is hoe het voldoende terugbrengen van de stikstofuitstoot zal worden aangepakt,"
622,2023D42657,"verzoekt de regering de resultaten van deze verkenning binnen een maand naar de Kamer te sturen en zo snel mogelijk – afgezien van de eerste 500 meter buiten een stikstofgevoelig Natura 2000-gebied – over te stappen naar een op emissiereductie gericht beleid,"
623,2023D42267,"verzoekt de regering bij de handel in stikstofvergunningen de betrokken mestproductierechten in te nemen en door te halen,"
624,2023D42610,"verzoekt de regering de verantwoordelijkheid als systeemverantwoorde- lijke in dit conflict op te pakken met als doel dat er voor 1 december een oplossing is voor de huidige situatie, en daar de benodigde middelen voor vrij te maken, verzoekt de regering dit te dekken door het afschaffen van fossiele subsidies, waaronder de vrijstelling in de energiebelasting voor kolen voor elektriciteitsopwekking en voor niet-energetisch gebruik van aardgas;"
625,2023D42637,"verzoekt de regering er naar te streven dat per 2025 alle openbare verlichting en alle verlichting van Rijksgebouwen bestaat uit ledverlichting en dit per 2028 te realiseren,"
626,2023D42253,"verzoekt de regering om het initiatief te nemen tot een convenant met marktpartijen en medeoverheden, waarin deze partijen zich gezamenlijk verbinden aan concrete oplossingen om de 19.000 resterende adressen binnen een redelijk tijdsbestek aan te sluiten op snel vast internet,"
627,2023D42599,"verzoekt de regering , naast Rusland, lran, Noord-Korea en China ook de Verenigde Staten toe te voegen aan de lijst met landen met een offensief cyberprogramma tegen Nederland of Nederlandse belangen,"
628,2023D42566,"verzoekt de regering te verkennen hoe een effectieve gedragsinterventie voor jongeren onder de 12 die zich ernstig normoverschrijdend gedragen kan worden vormgegeven en de Kamer hierover te informeren voor het einde van 2024,"
629,2023D42561,"verzoekt de regering om te inventariseren hoe goede ervaringen met stichtingen en/of organisaties die gespecialiseerd zijn in jeugdcriminaliteit breder ingezet kunnen worden door het hele land om daarmee de werkdruk voor leraren te verlichten, en hierover de Kamer te informeren voor het eerstvolgende commissiedebat Justitiële jeugd,"
630,2023D42508,"verzoekt het kabinet de maatregelen te treffen die nodig te zijn om te komen tot versnelling van gaswinning op de Noordzee en de komende vijf jaar jaarlijks te rapporteren hoeveel nieuwe exploratieputten er op zee in Nederland, Noorwegen en Engeland bij zijn gekomen opdat de Kamer kan vergelijken in hoeverre Nederland erin slaagt investeerders aan te trekken voor gaswinning op zee,"
631,2023D42507,"verzoekt de regering vormen van benefit sharing uit te werken en de uitkomsten te betrekken bij de aangekondigde herziening van de Mijnbouwwet,"
632,2023D42496,"verzoekt de regering om te onderzoeken hoe sociale projecten binnen het Nationaal Programma Groningen zo veel mogelijk structureel gefinancierd kunnen worden, en de Kamer over de uitkomsten daarvan te informeren,"
633,2023D42502,"verzoekt de regering de voorgestelde gebiedsgerichte deur-tot-deuraanpak te verwerken in de voorgestelde versterkingsaanpak uit Nij begun, en de Kamer hierover zo spoedig mogelijk te informeren,"
634,2023D42498,"verzoekt de regering de mogelijkheden voor financiering en uitvoering van het aardgasvrij-gereed maken van de woningen in het aardbevings-gebied in kaart te brengen; verzoekt de regering de mogelijkheden in kaart te brengen om te komen tot een (verplichte) bijdrage hiervoor vanuit de NAM; verzoekt de regering in beeld te brengen welke overlap er met andere rijksmiddelen bedoeld voor isolatie/verduurzaming bestaat,"
635,2023D42495,"verzoekt de regering om bij de participatietrajecten binnen de dorpen-aanpak alle dorpsbewoners de mogelijkheid te geven om te participeren,"
636,2023D42497,"verzoekt de regering om kennis op het gebied van aardgasvrij maken van woningen zo veel mogelijk bij elkaar te brengen en daarmee een expertisecentrum op het gebied van het aardgasvrij maken op te zetten in Groningen,"
637,2023D42499,"verzoekt het kabinet dit advies te omarmen en de benodigde middelen daarvoor vrij te maken,"
638,2023D42493,"verzoekt de regering alle causaliteitsonderzoeken voor woningen boven het Groningenveld en de gasopslagen los te laten, voor de rest van het effectgebied de soepele beoordeling van het panel van deskundigen te gebruiken en in alle gevallen aan financiële schadeloosstelling geen extra voorwaarden te verbinden,"
639,2023D42171,"verzoekt de regering om te bezien of bij maatregelen in het kader van clustering rijksincasso, zoals werken met één betalingsregeling en één deurwaarder, het overheidsconvenant schuldhulpverlening en het hanteren van een eenduidige norm voor het bestaansminimum, de resterende rijksorganisaties en overheidsorganisaties ook kunnen aansluiten,"
640,2023D41873,"verzoekt de regering onderzoek te doen naar de aanhang van en steun voor terreurorganisatie Hamas in Nederland, de veiligheidsrisico’s in kaart te brengen en maatregelen te nemen waar mogelijk en nodig,"
641,2023D42161,"verzoekt de regering de btw op boodschappen op 0% te zetten,"
642,2023D42023,"verzoekt de regering te onderzoeken wat de uitwerking is van een wettelijk vastgelegde maximale stijging van de huur voor winkelvastgoed op de leegstand in winkelstraten,"
643,2023D41878,"verzoekt de regering om te beslissen de Nederlandse ambassade te vestigen in Jeruzalem, de hoofdstad van Israël,"
644,2023D42175,"verzoekt het kabinet in samenspraak met de SVB, het UWV, belastingen/dienst toeslagen en eventueel de VNG te verkennen en eventueel op kleine schaal te testen of via gegevenskoppeling het niet-gebruik van kindregelingen tegen kan worden gegaan en gezinnen beter kunnen worden bereikt,"
645,2023D42172,"verzoekt de regering in het aangekondigde interdepartementaal beleids-onderzoek naar problematische schulden ook een onderzoeksvraag op te nemen inzake de maatschappelijke opbrengsten en kosten van het afschaffen van de preferente status van de overheid,"
646,2023D42186,"verzoekt de regering in overleg te treden met de voorzitter van de SER en hem te vragen voor de zomer 2024 met een plan van aanpak te komen om de positie van zelfstandigen met onder andere het bestuurslidmaatschap van de Stichting van de Arbeid in de polder verder te versterken en de Kamer daarover te informeren,"
647,2023D42176,"verzoekt de regering een experiment mogelijk te maken om vanuit de bijstand in deeltijd, bijvoorbeeld 20 uur, aan het werk te gaan bij een reguliere werkgever voor wml of cao-loon, waarbij sprake is van ingroei van de werkgeversbijdrage over die 20 uur van de plus op bijstand naar wml/cao-loon, naar volledig door werkgever te vergoeden wml/cao-loon, en daarbij ervaringen en effect in marginale druk, toeslagen en doenvermogen/leerbaarheid in kaart te brengen, en de Kamer daarover te informeren,"
648,2023D42163,"verzoekt de regering de verzorgingsstaat te beschermen en derhalve per direct een asielstop in te voeren,"
649,2023D42076,"verzoekt de regering onder geen beding de kunstmestindustrie te faciliteren of te subsidiëren,"
650,2023D42087,"verzoekt de regering te onderzoeken wat het effect is van CCS op het klimaat, wat het rendement is per geïnvesteerde euro en hoeveel energie er verbruikt wordt en hoeveel CO2 er geproduceerd wordt per in de grond gepompte ton CO2,"
651,2023D42164,"spreekt uit dat het zijn van een verzorgingsstaat niet samengaat met het zijn van een immigratieland,"
652,2023D42167,"verzoekt de regering te onderzoeken hoe alle werkenden voor wie de cao gaat gelden, beter betrokken kunnen worden bij het afsluiten van de cao en hoe draagvlak en representativiteit beter kunnen worden gewaarborgd bij cao-onderhandelingen, en de Kamer aan het begin van het nieuwe jaar hierover te informeren,"
653,2023D42075,"verzoekt de regering te stoppen met de stimulering van mestvergisting,"
654,2023D42066,"verzoekt de regering de Adviescommissie Gids Proportionaliteit te vragen om te adviseren over een wijziging van de Gids Proportionaliteit waarin wordt verduidelijkt wat de ruimte is voor het een-op-een contracteren van sociale ondernemingen en het klein mkb en waarin het drempelbedrag voor het een-op-een contracteren van sociale ondernemingen en het klein mkb wordt verhoogd; verzoekt de regering om in overleg met sociale ondernemingen en kennisinstellingen te verkennen of in de aanbestedingsregelgeving en de toepassing daarvan meer ruimte kan worden geboden aan sociale ondernemingen,"
655,2023D42162,"verzoekt de regering te onderzoeken hoe bij de toegang tot inkomenson-dersteunende maatregelen ook het daadwerkelijk besteedbare inkomen kan worden meegewogen,"
656,2023D42082,"verzoekt de regering bij de Wet fiscale maatregelen glastuinbouw op de pauzeknop te drukken, zodat kwekers de kans krijgen om op verande-ringen in te spelen en de Kamer hierover te informeren,"
657,2023D42159,"verzoekt de regering zich in te spannen om bij het informeren van de Kamer over armoede armoedecijfers te verstrekken waarbij problema-tische schulden zijn meegewogen, met als doel het aantal mensen dat in armoede leeft beter in kaart te brengen,"
658,2023D42180,"verzoekt het kabinet om bij toekomstige koopkrachtmaatregelen er zorg voor te dragen dat de middeninkomens niet achterblijven en de marginale druk niet verder oploopt,"
659,2023D42058,"verzoekt de regering als in de Klimaatnota aangegeven wordt hoe met aanvullende maatregelen het gat gedicht gaat worden, de volgende maatregelen te betrekken: •minstens 4 megaton CO2-reductie in de landbouw via normering, beprijzing en strakke doelen; •normeringen voor huurwoningen waardoor in 2030 alle huurwoningen minstens energielabel B hebben; •het verder aanscherpen van de CO2-heffing; •het normeren van restwarmte waardoor restwarmte wordt benut; •een hogere taakstelling voor duurzame energie op land; •een verplichting in te voeren voor werkgevers om hun werknemers per 1 januari 2025 elektrisch te laten rijden,"
